sentimen, Tweet
['-1'],"['anti', 'bank', 'bank', 'club', 'gue', 'info', 'risen', 'makan', 'duit', 'riba', 'salah', 'rekan', 'pria', 'tawan', 'kampus', 'berani', 'putus', 'risen', 'biar', 'makan', 'duit', 'riba', 'wkwk']"
['1'],"['dosen', 'lihat', 'asli']"
['-1'],"['keren', 'bilang', 'anti', 'islam', 'triliun', 'hektar', 'kampus', 'rujuk', 'islam', 'dunia', 'kelas', 'azhar', 'proyek', 'pondok', 'pesantren', 'madrasah', 'masjid', 'fasilitas', 'umat', 'bilang', 'beliau']"
['1'],"['ijazah', 'dadak', 'selip', 'langsung', 'bayang', 'juang', 'kampus', 'teliti', 'skripsi', 'deh', 'el', 'el', 'ya', 'asa']"
['-1'],"['alumni', 'praktik', 'kampus', 'izin', 'harusnyakan', 'izin', 'alumnus', 'pakai', 'fasilitas', 'negara', 'otoritas', 'kampus']"
['-1'],"['knpsih', 'dosen', 'adzan', 'gapernah', 'break', 'gitu', 'nyerocos', 'mulu', 'kunyuk']"
['1'],"['compil', 'assign', 'sinting', 'lengan', 'baju']"
['0'],"['rt', 'user', 'mahasiswi', 'paksa', 'ngemot', 'kontol', 'dosen', 'sebelumndi', 'entot', 'nilai', 'yg', 'baik', 'kelas', 'xf0 x9f x98 xae nurl']"
['0'],"['rt', 'user', 'paksa', 'layanin', 'kontol', 'dosen n nurl']"
['1'],"['peluk', 'usap', 'muka', 'gua', 'rumah', 'gua', 'pager', 'kampus', 'pocong']"
['1'],"['assignments', 'okaynya', 'pensyarah', 'assign', 'lambat', 'bagitahu', 'minggu', 'dah', 'kena', 'submittt']"
['1'],"['promosi', 'kampus', 'kuning', 'oke', 'wkwkwk']"
['-1'],"['takleh', 'kampus', 'nak', 'final', 'dahh', 'nak', 'break', 'kejapp', 'penang', 'ja', 'duduk', 'penang', 'pon']"
['0'],"['lembaga', 'peringkat', 'scimago', 'institutions', 'rankings', 'sir', 'rilis', 'peringkat', 'kampus', 'baik', 'indonesia', '2021']"
['0'],"['diploma', 'kampus', 'batu', 'pahat', '1ab107', 'diploma', 'human', 'resourc', 'manag', 'r 345 4 0042', '03 2025', 'mqa fa', '5']"
['1'],"['event', 'dahliah', 'dah', 'handl', 'struggl', 'sbb', 'assign']"
['1'],"['tolong', 'periksa', 'sikit', 'batu', 'temerloh', 'nak', 'assign', 'bantut', 'terima', 'kasi']"
['0'],"['masuk', 'kampus', 'kampus', 'den', 'kat', 'batu', 'pahat']"
['-1'],"['kesi', 'budak', 'universiti', 'budak', '2', 'ngadap', 'screen', 'laptop', 'takleh', 'nak', 'fefeeling', 'cinta', 'kat', 'cafeteria', 'event', 'masscom', 'lepastu', 'langgar', 'langgar', 'kertas', 'assign', 'abur']"
['-1'],"['honest', 'mok', 'tido', 'assign', 'bank', 'tok', 'ghosting', 'marek', 'sikpat', 'tido', 'suruh', 'polah', 'ass', 'tok', 'alu']"
['0'],"['leta', 'batu', 'kampus', 'psdku', 'unp', 'sawahlunto']"
['-1'],"['dosen', 'indo', 'kaya', 'gin', 'ya', 'kaya', 'dewa', 'orang', 'tinggal', 'aja', 'kek', 'didik', 'dah', 'jawa']"
['0'],"['ya', 'faham', 'faham', 'aja', 'dosen']"
['1'],"['ajar', 'makan', 'tidur', 'berak', 'muntah', 'fikir', 'pasal', 'assign', 'takde', 'nak', 'pakai', 'socmed', 'lang']"
['1'],"['mcm', 'week', 'berik', 'abis', 'assign', 'nak', 'sik', 'berik', 'dolok']"
['0'],['dosen']
['-1'],"['kau', 'paling', 'ajar', 'students', 'assign', 'kena', 'koyak', 'orang', 'ramai', 'rilek']"
['0'],"['diploma', 'kampus', 'batu', 'pahat', 'ab107', 'diploma', 'human', 'resourc', 'manag', 'r 345 4 0042', '03 2025', 'mqa fa', '5']"
['1'],"['bagus', 'deh', 'gitu']"
['1'],"['moga', 'cepat', 'sembuh', 'harap', 'lecture2', 'kat', 'malaysia', 'assign', 'akal', 'sikit']"
['1'],"['salam', 'apresiasi', 'baris', 'jawatankuasa', 'wakil', 'komander', 'bsm', 'uitm', 'cawangan', 'pahang', 'kampus', 'jengka']"
['1'],"['bangun', 'pentadbiran', 'usim', 'bangun', 'canselori', '2005', 'kuim', 'pindah', 'kampus', 'bandar']"
['0'],"['pantas', 'kampus', 'kabar', 'yg', 'mengerjutkan', 'selamat', 'jalan', 'libra', 'moga', 'amal', 'ibada']"
['0'],"['langsung', 'wae', 'bu', 'dosen']"
['1'],"['nak', 'madah', 'zaman', 'studi', 'sorg2', 'waima', 'makan', 'molah', 'assign']"
['-1'],"['nak', 'assign', 'takde', 'motivasi', 'nak', 'main', 'game', 'screen', 'protector', 'takpo', 'tengok', 'documentari', 'jelah']"
['1'],"['assign', 'taknak', 'nak', 'pergi', 'librari', 'niii']"
['1'],"['cuti', 'midsem', 'tempoh', 'bertenamg', 'students', 'tu', 'nak', 'selesai', 'assign', 'homework']"
['1'],"['terima', 'kasih', 'teman2', 'mas', 'baca', 'yg', 'pustaka', 'kampus']"
['1'],"['sesal', 'pulang', 'indonesia', 'syukur', 'temu', 'komunitas', 'epistemik', 'yg', 'kampus', 'kawan', 'yg', 'mewah', 'yg', 'pulang', 'sekolah', 'larut', 'urus', 'administratif', 'bikin', 'lpj']"
['-1'],"['hand', 'assignments', 'time', 'bodoh', 'korg', 'asyik', 'nak', 'complain', 'habes2', 'lectur', 'pon', 'ade', 'nak', 'kene', 'habeskan', 'mark', 'ape', 'korg', 'pikir', 'mmg', 'lectur', 'nak', 'susah', 'hidop', 'korg', 'ape', 'students', 'hidop', 'susah', 'mmg', 'nak', 'susah', 'hidop', 'students']"
['0'],"['toklh', 'tidur', 'punyo', 'pasal', 'assign']"
['1'],"['ayam', 'jenis', 'laris', 'ayam', 'kampus', 'harga', 'fantastis', 'kualitas', 'incar', 'om', 'awkward', 'daddi', 'kota']"
['0'],"['minum', 'air', 'hangat']"
['1'],"['selamat', 'jalan', 'semest', 'baharu', 'siswa', 'guru', 'ipg', 'ipg', 'kampus', 'pulau', 'pinang', 'nelson', 'mande']"
['-1'],"['lectur', 'patut', 'assign', 'minut', 'quiz', 'patut', 'kelas', 'hujung', 'minggu', 'kadang2', 'adik', 'hari2', 'stay', 'assign', 'habis2', 'dgn', 'kadang2', 'kacau', 'time', 'weekend', 'tu', 'tuju', 'sbb', 'student', 'nak', 'rest']"
['0'],"['harap', 'harap', '2', 'jugak', 'jejak', 'kaki', 'kampus', 'antan']"
['0'],"['kirim', 'foto', '', 'kampus', 'univa']"
['1'],"['salam', 'sejahtera', 'ajar', 'kelab', 'ucap', 'awam', 'english', 'semest', '4', 'uitm', 'cawangan', 'sarawak', 'kampus']"
['1'],"['sibuk', 'ya', 'dosen', 'bimbing', 'galak', 'nggak', 'nih', 'sibuk', 'bud']"
['0'],"['sungjin', 'kekdosenbgt']"
['0'],"['pkpd', '13-26', 'jun', '2021', '-', 'kampus', 'universiti', 'utara', 'malaysia', 'uum', 'sintok', 'kedah', 'kampung', 'kadazan', 'tawau', 'sabah', 'kampung', 'daerah', 'kota', 'kinabalu', 'sabah', 'kampung', 'lobou', '1', 'amp', 'kampung', 'bukit', 'permai', 'taman', 'villa', 'felca', 'nambazan', 'penampang', 'sabah']"
['0'],"['assign', 'gunung']"
['0'],"['takda', 'euro', 'harini', 'focus', 'assign']"
['-1'],"['gamat', 'haram', 'jadah', 'babe', 'sumpah', 'kampus']"
['1'],"['hebat', 'orang', 'temu', 'beijing', 'china', 'beliau', 'tinggal', 'kampus', 'barat', 'beijing', 'foreign', 'studies', 'univers']"
['1'],"['slutngor', 'kl', 'person', 'class', 'kelas', 'lambat', 'assign', 'conclus']"
['0'],"['lotus', 'biscoff', 'premium', 'flood', 'cookies', '2', 'rm3', 'assign', '', 'kerja', 'nak', 'makan', 'benda', 'manis', 'crunchi', 'choc', 'chip', 'yg', 'melt', 'mulut', 'cookies', 'yg', 'jual', 'cod', 'gombak kl', 'ship', 'shopee']"
['-1'],"['yg', 'laku', 'kampus', 'rule', 'kejap', 'enforc', 'ajaib', 'student', 'staf', 'staf', 'bekeluarga', 'gaul', 'member2', 'student', 'jawapan', 'tu', 'hisap', 'gam', 'mesti', 'tadika', 'pakai', 'kabel']"
['-1'],"['nak', 'assign', 'larat']"
['1'],"['byk', 'baca', 'student', 'complain', 'pasal', 'odl', 'assignments', 'mcm', 'byk', 'gila', 'faham', 'lecturers', 'nk', 'cover', 'lack', 'phy']"
['1'],"['takde', 'ipg', 'kampus', 'keningau', 'sabah', 'semenanjung', 'sayaaa', 'kenal2']"
['-1'],"['babi', 'laa', 'assign', 'subjek', 'acc', 'bodo', 'assign', 'individu', 'lepas', 'tangan', 'shial']"
['0'],"['alamat', 'gerai', '28', 'bangun', 'pusat', 'satu', 'ajar', 'uitm', 'melaka', 'kampus', 'jasin', 'merlimau', '77300', 'melaka']"
['0'],"['print', '', 'photostat', 'rumah', 'print', 'surat', 'miti kerja', 'pdpr', 'anak2', '', 'assign', 'kertas', 'kerja', 'lain2', 'size', 'a4', 'black', 'amp', 'white', 'shah', 'alam', 'cod', 'kwsn', 'pos', 'satu2nya', 'incom', 'msa', 'whatsapp']"
['0'],"['dosen', 'hati', 'batu', 'ade', 'armando']"
['0'],"['google', 'sik', 'bantu', 'nyiap', 'assign', 'tok']"
['1'],"['mood', 'nak', 'speed', 'assign', 'hujan', 'lebat', 'cuaca', 'tidur']"
['1'],"['sekian', 'terima', 'kasih', 'jalan', 'tugas', 'jawatankuasa', 'wakil', 'kolej', 'jasmin', 'uitm', 'kampus', 'puncak', 'perdana']"
['0'],"['19', 'july', 'assign', 'goyang2', 'duluannn', 'rilekk']"
['-1'],"['nak', 'mintak', 'en', 'lect', 'assign', 'pastu', 'assign']"
['1'],"['ramai', 'orang', 'kolej uni', 'turun', 'berat', 'student', 'kadang', 'struggl', 'nak', 'makan', 'ajar', 'kat', 'uia', 'gombak', 'berat', 'makan', 'murah', 'sedap', 'mana', 'kat', 'kampus']"
['1'],"['layan', 'assignment wfh', 'crave', 'nak', 'kunyah', 'benda2', 'sedap', 'fattahaminkhaibaharmira', 'filzah', 'pon', 'da']"
['1'],"['pusat', 'beri', 'vaksin', 'ppv', 'pandu', 'drive', 'universiti', 'malaysia', 'sabah', 'kampus', 'antarabangsa', 'labu']"
['1'],"['stay', 'activ', 'workout', 'ure', 'busi', 'homework', 'cari', 'sikit']"
['-1'],"['benda', 'dah', 'assign', 'nak', 'hantar', 'dah', 'kau', 'suruh', 'hidup', 'kau', 'aman', 'hidup', 'aman', 'anjayy']"
['-1'],"['sorg', 'luah', 'assign', 'kat', 'ek', 'dah']"
['1'],"['vaksinasi', 'covid-19', 'kampus', 'unindra', 'jakarta', 'selatan', 'ppkm', 'cegah', 'sebar']"
['-1'],"['iium', 'nak', 'statement', 'dah', 'ramai', 'kene', 'covid-19', 'kampus']"
['1'],"['kalo', 'kampus', 'ntr', 'ketemu', 'brondong', 'buah', 'batu', 'yg', 'adaanda', 'sulit', 'perlu', 'bantu', 'ajar', 'kolej', 'diam', 'sewa', 'kampus', 'serdang', 'sulit', 'bantu', 'lengkap', 'borang', 'paut']"
['-1'],"['tak', 'nak', 'kena', 'kontroversi', 'assign', 'aduh', 'laa', 'hahahha']"
['1'],"['ambil', 'langkah', 'proaktif', 'bantu', '50', 'orang', 'sisters', 'kampus', 'gombak', 'safeti', 'ala']"
['-1'],"['tau', 'weh', 'tiba2', 'sebak', 'tengok', 'kes', 'ramai', 'kawan2', 'cerita', 'stress', 'dgn', 'assign', 'person', 'tau', 'smpai', 'tinggal', 'ya', 'allah', 'stay', 'strong', 'dah', 'akhir2', 'week', 'dah', 'mmg', 'kejar', 'submiss', 'nak', 'individu', 'assignemt', 'acuh', 'acuh', 'dahh', 'banyakkk', 'lah', 'coq', 'assign']"
['-1'],"['deshouu', 'hmm', 'patut', 'lerr', 'kenal', 'sistem', 'assign', 'camni', 'meiwaku', 'kat', 'budak2']"
['1'],"['hilang', '2', 'kawan', 'dlm', 'minggu', '1', 'kawan', 'kampus', '1', 'kawan', 'juang', 'serius', 'deh', 'udah', 'thn', '2020', 'pekan', 'amp', 'dpt', 'kabar', 'duka', 'org2', 'yg', 'kenal', 'dgn', 'jaga', 'amp', 'org2', 'yg', 'kasih']"
['0'],"['meet', '4', 'jam', '4', 'jam', 'sakit', 'otak', 'ketul', 'assign']"
['0'],"['3', 'julai', '2021', '', '11', '00', 'maklum', 'mpp', 'upm', 'sesi', '2020 2021', 'gera', 'ajar', 'upm', 'kampus', 'serdang', 'pusat']"
['-1'],"['pening', 'nk', 'siap', 'assign', 'skrg', 'pening', 'nk', 'final', 'assess']"
['0'],"['', 'lowong', 'kerja', '', 'polteka', 'mangunwijaya', 'buka', 'lowong', 'kerja', 'dosen', 'farmasi', 'deadlin', '15', 'juli', '2']"
['-1'],"['wtf', 'dosen', 'ui', 'trus', 'nuduh2', 'mhsiswa', 'institusi', 'tmpt', 'kerja', 'nyogok', 'masuk', 'buka']"
['1'],"['dgn', 'student', 'tinggal', 'dunia', 'stress', 'tidur', 'timbul', 'debat', 'nation', 'normal', 'universiti', 'student', 'paksa', 'jaga', '4-5', 'pagi', 'assign', 'worth']"
['1'],"['berani', 'kritis', 'gerak', 'tentang', 'bentuk', 'bungkam', 'bebas', 'akademik', 'kampus', 'era', 'presiden', 'alumni', 'tekan', 'awas', 'aktivitas', 'mahasiswa', 'satu']"
['-1'],"['benda', 'nak', 'difikirkan', 'kerjaa', 'lambak', 'assign', 'lambak', 'takda', 'nak', 'fikirkan', 'awk']"
['0'],"['nahh', 'bkn', 'lapang', 'yaa', 'kampus', 'bagi', 'laboratorium', 'mineralogi', 'batu', 'pijak']"
['-1'],"['stay', 'kampus', 'kes']"
['0'],"['majlis', 'wakil', 'ajar', 'uitm', 'cawangan', 'negeri', 'sembilan', 'kampus', 'kuala', 'pilah', 'sesi', '2020 2021']"
['1'],"['ngewe', 'dosen', 'biar', 'kasih', 'nilai', 'bagus']"
['1'],"['cakap', 'kat', 'students', 'faham', 'tgh', 'assign', 'sbb', 'tu', 'nak', 'submiss', 'yg']"
['1'],"['asrama', 'ipg', 'kampus', 'tawau', 'jalan', 'balung', 'sabah']"
['0'],"['nak', 'settlekan', '6assignment', 'nak', 'rata', 'dh', 'kat', 'bilik', 'ruang', 'tamu', 'school']"
['1'],"['sell', 'frunchie', 'viscoff', 'mouthgasm', 'mellow', 'makan', 'assign', 'hehe', 'rt', 'biar', 'orang', 'korang', 'nak', 'orang', 'suprise', 'belanja', 'korang']"
['0'],"['post', 'photo', '', 'institut', 'didik', 'guru', 'kampus', 'bahasa', 'melayu']"
['-1'],"['assignments', 'pastu', 'kena', 'hantar', 'jugak', 'dah', 'nait', 'sem', 'susah', 'assignments', 'huhu']"
['0'],"['jawatankuasa', 'wakil', 'kolej', 'jpk', 'kolej', 'casuarina', 'sesi', '2021 2022', 'uitm', 'cawangan', 'selangor', 'kampus', 'puncak', 'alam', 'imp']"
['1'],"['perhati', 'ajar', 'kampus', 'anak', 'lahir', 'negeri', 'selangor', 'berma']"
['1'],"['kerja', 'tu', 'layan', 'assign', 'tengok', 'netflix', 'studi', 'ha', 'korang', 'ajak', 'mellow', 'crun']"
['-1'],"['bodo', 'dah', 'week', 'lambak', 'assignments', 'ko', 'simpan', 'kiasu', 'kau', 'ala', 'bodoh', 'kau', 'tampo']"
['0'],"['bangun', 'pentadbiran', 'usim', 'bangun', 'canselori', '2005', 'kuim', 'pindah', 'kampus', 'bandar', 'nilai', 'negeri', 'sembilan', 'pusat', 'pentadbiran']"
['0'],"['bidang', 'odl', 'student', 'settl', 'hantar', 'assign', '5pagi', 'sumpah', 'gemok']"
['-1'],"['nak', 'tanya', 'time', 'pkpd', 'nak', 'print', 'surat', 'assign', 'kedai', 'tutup', 'macamana', 'ya', 'inisiatif', 'beli', 'printer']"
['1'],"['ayuh', 'muslimin', 'muslimat', 'kampus', 'besut', 'hadir', 'isi', 'rohani', 'ilmu', 'man']"
['0'],"['asrama', 'ipg', 'kampus', 'tawau', 'jalan', 'balung', 'sabah']"
['0'],"['malam', 'jelang', 'tanding', 'tim', 'intens', 'latih', 'kampus', 'larut', 'malam', 'maklum']"
['-1'],"['ya', 'allah', 'sem', 'assign', 'video', 'lab', 'report', 'drama', 'korea', 'lepas']"
['0'],"['nak', 'tengok', 'anim', 'ngantuk', 'satg', 'mai', 'assign', 'gedik', 'nak', 'tengok']"
['1'],"['yeayyy', 'alhamdulillah', 'kluster', 'kampus', 'cheras', 'tamat', 'harini']"
['0'],"['jemput', 'ikut', 'program', 'cardio', 'fit', 'attack', 'anjur', 'fakulti', 'sains', 'sukan', 'rekreasi', 'uitm', 'cawangan', 'negeri', 'sembilan', 'kampus', 'seremban', 'tarikh', '2', 'july', '2021', 'jumaat', 'masa', '9pm', '-', '11pm', 'platform', 'youtube', 'fosrec', 'offici']"
['1'],"['hahahahahahaha', 'min', 'harimau', 'dqh', 'bangun', 'ku', 'sabar', 'benci', 'assign', 'seb']"
['-1'],"['pandu', 'bawa', 'cac', 'kk', 'batu', '8', 'dah', 'bebel', 'risau', 'kes', 'cepat', 'rebak', 'kampus', 'tutup', 'cepat']"
['1'],"['assign', 'eia', 'kat', 'penang']"
['1'],"['aminnn', 'cepat', 'kelarnyq', 'skiripsinya', 'dosen', 'sehat', 'ya']"
['0'],"['dr', 'nurhamimah', 'binti', 'zainal', 'abidin', 'pensyarah', 'pusat', 'aji', 'biologi', 'uitm', 'kampus', 'kuala', 'pilah', 'memperkenalka', 'dah', 'dorg', 'kerja', 'minut', 'teruk', 'student', 'yg', 'hantar', 'assign', 'minut']"
['-1'],"['letih', 'dh', 'odl', 'mental', 'breakdown', 'gila', 'babi', 'paham', 'sem', 'assign', 'duyun']"
['-1'],"['malas', 'siap', 'report', 'assign', 'tu', 'draft', 'kena', 'send', '14thjune', 'sims', 'veghi', 'lezi']"
['-1'],"['uia', 'jawab', 'warga', 'uia', 'lonjak', 'kes', 'kampus', 'gombak']"
['-1'],"['mahasiswa', 'aja', 'panik', 'dosen', 'ikut', 'panik', 'ada']"
['1'],"['uiam', 'kampus', 'antan', 'kampus', 'budak', 'sains', 'hang', 'nak', 'doktor', 'dentist', 'hang', 'pi', 'hang', 'xjumpa']"
['1'],"['program', 'mental', 'health', 'talk', 'anjur', 'jawatankuasa', 'wakil', 'kolej', 'jpk', 'uitm', 'cawangan', 'negeri', 'sembilan', 'kampus', 'rembau', 'panel', 'istimewa', 'encik', 'nasrullah', 'bin', 'zainal', 'abidin', 'pegawai', 'psikologi', 'uitm', 'kampus', 'rembau']"
['-1'],"['ikut', '1', 'forum', 'mic', 'mati', '2', 'kampus', 'ancam', 'gak', 'lulus', '3', 'jalan', 'dihadang', 'aparat', '4', 'media', 'sosial', 'ancam', 'uu', 'ite']"
['1'],"['kakssusjjsjs', 'pretti', 'kampus', 'foundat', 'main', 'campus', 'uia', 'bangun', 'serius', 'gempak']"
['-1'],"['yall', 'assign', 'cakap', 'bahasa', 'lantan', 'faham', 'bodo']"
['1'],"['foto', 'dosen', 'bimbing', 'senyum', 'ngacungin', 'jempol']"
['0'],"['week', '11', 'students', 'tungkus', 'lumus', 'kejar', 'siap', 'assign', 'lectur', 'bag']"
['0'],"['grand', 'andara', 'regenc', 'hadir', 'huni', 'premium', 'lokasi', 'baik', 'kota', 'batu', 'kampus', 'umm']"
['0'],"['dengar', 'lagu', 'cigarettes', 'sex', 'time', 'molah', 'assign', 'nang', 'sik', 'cun', 'abis', 'sikpa', 'lagu']"
['-1'],"['mental', 'health', 'dah', 'koyak', 'kena', 'kurung', 'kampus', 'berbulan2', 'perangai2', 'pimpin', 'politaik', 'kepala', 'wutoh']"
['1'],"['morn', 'barai', 'harini', 'malam', 'siap', 'assign', '4', 'pagi', 'lepastu', 'kelas', 'ganti', 'pagi']"
['1'],"['habis', 'paper', 'dah', 'tepp', 'mantappp', 'assign', 'pon', 'settl']"
['0'],"['kampus', 'shah', 'alam', 'gt', 'dosen', 'mahasiswa', 'smt', '5']"
['1'],"['selamat', 'adik2', 'lulus', 'jalur', 'kampus', 'moga', 'jadi', 'batu', 'loncat', 'sukses']"
['-1'],"['main', 'kampus', 'orang', 'gadeng', 'kerja']"
['0'],"['asrama', 'ipg', 'kampus', 'bahasa', 'antarabangsa', 'jalan', 'lembah', 'pantai', 'kuala', 'lumpur']"
['0'],"['pih', 'kansil', 'phi', 'prof', 'bakri', 'gantung', 'dosen']"
['-1'],"['ak', 'nang', 'ciel', 'assign', 'twitter', 'acc', 'pulak', 'tu', 'hahahaha']"
['1'],"['rss', 'yg', 'jatuh', 'cinta', 'students', 'amp', 'yg', 'jerawat', 'asyik', 'muncul', 'assign']"
['-1'],"['tau', 'ajar', 'dua', 'kampus', 'lembah', 'pantai', 'dah', 'kuasa', 'dua', 'kepala', 'baghal']"
['1'],"['alang2', 'mahasiswa', '03', 'nak', 'masuk', 'alam', 'uni', 'pick', 'collab', 'kpt', 'buka', 'ppv', 'uni', 'khas', 'mahasiswa', 'mahasiswa', 'kampus', 'terima', 'vaksin', 'lepas', 'tu', 'beri', 'mahasiswa', 'peringkat']"
['1'],"['yg', 'ipg', 'kampus', 'kota', 'bharu', 'dptkn', 'link']"
['-1'],"['ajar', 'benar', 'dah', 'kurung', 'kampus', 'months', 'tiber', 'kluster', 'kampus', 'salah', 'student', 'student', 'kes', 'disclos', 'announc']"
['0'],"['trylah', 'duk', 'laptop', '8', 'pagi', '5', 'petang', 'pastu', 'malam', 'hadap', 'laptop', 'assign']"
['1'],"['pustaka', 'tun', 'abdul', 'razak', 'uitm', 'cawangan', 'pahang', 'kampus', 'raub', 'selamat', 'pustakawan', 'semu']"
['-1'],"['udah', 'rahasia', 'rapat', 'jamban', 'klo', 'artis', 'ya', 'undang', 'burung', 'merpati', 'ayam', 'kampus', 'dll', 'rapat', 'hari']"
['1'],"['rindu', 'nak', 'studi', 'busi', 'law', 'awak', 'assign', 'tu', 'day']"
['0'],"['assign', 'tax', 'ilman', 'puter', 'nadia', 'sorang', 'dungun', 'kelas', 'sksksk', 'kelas', 'apedehal']"
['-1'],"['assign', 'complic', 'gin', 'kerja', 'kick', 'jelah', 'nama', 'takyah', 'songeh', 'huhu']"
['1'],"['ajar', 'jemput', 'hadir', 'sekian', 'terima', 'kasih', 'anjur', 'ehwal', 'islam', 'majlis', 'wakil', 'ajar', 'uitm', 'kampus', 'kuala', 'pilah']"
['1'],"['20', 'pek', 'agih', 'kampus', 'melaka', 'alhamdulillah', 'urus', 'selesai', 'sumbang', 'ti']"
['-1'],"['kisah', 'regulations', 'uia', 'patut', 'bertanggungjawab', 'kurang', 'kurang', 'maklum', 'bahawa', 'covid-19', 'kampus', 'gombak', 'kawal', 'langsung', 'takde']"
['0'],"['simpul', 'assign', 'timbun']"
['0'],"['wey', 'da', 'nich', 'tambun']"
['-1'],"['suruh', 'band', 'jalan', 'kaki', 'tu', 'takpe', 'bang kak', 'banyak', 'assign', 'nak', 'doubl']"
['1'],"['baca', 'yaasin', 'ramai', 'budak', 'kampus', 'pahang', 'moga', 'arwah', 'tempat', 'kalang', 'orang', 'iman', 'aamiin']"
['-1'],"['assign', 'nak', 'biuk', 'dpt', 'groupmate', 'nak', 'kdk', 'masok', 'uni', 'cabl', 'jak', 'kdk', 'sik', 'abis', 'skolah', 'ehp', 'dpt', 'masok', 'uni', 'juak', 'mintak', 'intro', 'nama', 'jak', 'dsend', 'kdk', 'nyuroh', 'explain', 'maksud', 'rah', 'nama', 'haish']"
['1'],"['kesi', 'student', 'skrg', 'mesti', 'gila', 'assign', 'lectur', 'tu', 'kelas', 'yg', 'tabah', 'stu']"
['1'],"['kasih', 'paham', 'slur', 'dosen', 'indo', 'tuh', 'gimana']"
['-1'],"['penat', 'baling', 'kang', 'assign']"
['0'],"['kampus', 'surabaya', 'universitas', 'putra', 'bangsa', 'kah']"
['-1'],"['eii', 'geramnyaaa', 'kolej', 'nk', 'build', 'qs', 'dgn', 'paneihhnya', 'igt', 'sorang', 'jeke', 'kampus', 'jalan', 'kaki', 'njiirrrr']"
['0'],"['nungguin', 'rr']"
['0'],"['atleast', 'siel', 'assign']"
['0'],"['umk', 'kampus', 'bachok', 'kota', 'bharu', 'lantan']"
['0'],"['tiba2', 'dejavu', 'yg', 'online', 'discuss', 'utk', 'assign', 'dgn', 'grpmate', 'idk', 'covid', 'kena', 'kuarintin']"
['1'],"['politeknik', 'ati', 'makassar', 'laksana', 'vaksinasi', 'covid-19', 'dosi', 'makassar', '', 'politeknik', 'ati', 'makassar', 'vaksinasi', 'covid-19', 'dosi', 'laksana', 'aula', 'kampus']"
['1'],"['dosen', 'karyawan', 'institut', 'teknologi', 'dirgantara', 'adisutjipto', 'jalan', 'vaksinasi', 'covid-19']"
['1'],"['coba', 'cek', 'ini', 'nih', 'depok', 'deket', 'kampus', 'beb']"
['0'],"['gym', 'assign']"
['0'],"['friendship', 'assign']"
['0'],"['1999', 'joki', 'tugas', 'kuliah', 'spess']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['1'],"['rt', 'understood', 'assign']"
['1'],"['rt', 'understood', 'assign']"
['0'],"['patienc', 'trader s', 'superpow', 'today s', 'assign', 'wait', 'perfect', 'setup', 'don t', 'forc', 'trades', 'share', 'setup', 'day', 'american', 'dream', 'trade', 'communiti', 'let s', 'master', 'patienc']"
['0'],"['dyma', 'rai', 'tips', 'gan', 'ysgol', 'hanes', 'gyfraith', 'gwyddorau', 'cymdeithas', 'allai', 'fod', 'gyda', 'adolygu', '-------------------------', 'revis', 'assign', 'season', 'moment', 'tips', 'school', 'histori', 'law', 'social', 'sciences']"
['0'],"['rt', 'vogu', 'assign', 'ellemen', 'understands', 'situat', '']"
['-1'],"['rt', 'ya', 'bayar', 'buzzer', 'institusi', 'tukin', 'dosen']"
['0'],"['rt', 'shoot', 'documentari', 'assign', 'mbita', 'morn', 'late', 'evenings', 'opportunit']"
['1'],"['ambil', 'sisi', 'baik', 'ya', 'guys', 'shik', 'shak', 'shok', 'tiba2', 'gueee', 'terima', 'kasih', 'kpd', 'dosen', 'yg', 'percaya', 'amanah', 'kpd', 'moga', 'berkah', 'aamiin']"
['1'],"['rt', 'krn', 'besok', 'jumat', 'berkah', 'bagi', 'dimsum', '3porsi', '20', 'kriteria', '1', 'singl', 'parent', '2', 'guru dosen', 'yg', 'up']"
['0'],"['pls', 'yg', 'dosen', 'nya', 'bachtiar', 'klo', 'krs', 'pwt', 'yh']"
['1'],"['ya', 'favorit', 'kuliah', 'dosen', 'favorit']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['1'],"['aja', 'kaya', 'nikita', 'willi', 'sikap', 'halus', 'anak', 'butuh', 'dasar', 'penuh', 'beda', 'ibu2', 'nyari', 'uang', 'kerja', 'domestik', 'ngomelin', 'anak', 'dosen']"
['-1'],"['dosen', 'bioku', 'bilang', 'intinyaa', 'dosen', 'ituu', 'dosen', 'tok', 'yaa', 'ngga', 'bisaa', 'kaya', 'makanyaa', 'dosen', 'adaa', 'usaha kerja']"
['1'],"['smt', '1-2', 'dosen', 'suka', 'mention', 'ttg', 'kucing', 'siluman', 'skrg', 'tbtb', 'dapet', 'jd', 'kangen', 'ajar', 'blio']"
['0'],"['jujurly', 'pribadi', 'takut', 'sih', 'chat', 'dosen', 'awkwkwk', 'gantung', 'dosen']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['rt', 'berezina', 'art', 'school', 'assign']"
['-1'],"['anying', 'tik', 'tok', 'dosen', 'gue', 'alay', 'bat']"
